Time,COMPANY,VOLUME,EARNINGS,COGS,SALES,CASH,INVESTMENTS,RECEIVABLES,INVENTORY,DEBTS
2021/3/0/0,MDG,108890310000.0,140672496,27947388068.0,33823359793.0,2556790800,,227357173941,25065188609.0,189489913979
2021/3/0/0,MHC,414069640000.0,-41282235214,4075366048.0,4078858560.0,12768433606,629735389111.0,529441769318,,122905631611
2021/3/0/0,MSH,500094000000.0,118826949417,1068076975578.0,1296411986719.0,252121416257,689290000000.0,685019182610,865745202992.0,1459545955572
2021/3/0/0,MSN,11805347000000.0,1586332000000,17508621000000.0,23604809000000.0,12300031000000,350250000000.0,8561607000000,13732231000000.0,39858448000000
2021/3/0/0,MWG,7130654950000.0,785802158883,18244500199927.0,24333213525693.0,3215215954814,6814280806241.0,2787721676605,21556084239775.0,27421544713124
2021/3/0/0,NAF,475678520000.0,20527767984,333084617298.0,410078191466.0,52971764036,200000000.0,778148779788,148962910355.0,707639054208
2021/3/0/0,NAV,80000000000.0,2371946447,996252468.0,3475407644.0,36870618173,108000000000.0,5550729995,8940782191.0,60221998858
2021/3/0/0,NBB,1004756560000.0,172063103524,7021417629.0,5585219768.0,63649889886,,1234785025710,2379693236150.0,2314085952598
2021/3/0/0,NCT,261669400000.0,62193761266,94469359053.0,187088536038.0,167005378032,82260000000.0,75358751909,3322161708.0,86416582685
2021/3/0/0,NHA,281165500000.0,501396439,23928202353.0,27190971494.0,2376331465,,31124368809,37490735537.0,109972305130
2021/3/0/0,NKG,2183985680000.0,606672864178,6235050946121.0,7531042812767.0,691803323322,505089038675.0,3519755989310,7138337162954.0,10335217801337
2021/3/0/0,NNC,219200000000.0,2888650614,13036872015.0,17144547393.0,84505849792,129989.0,16978106887,74848345000.0,67846413714
2021/3/0/0,NSC,175869880000.0,34224625650,298639623860.0,405274789143.0,214901945012,4400000000.0,278959967493,606975710263.0,743238000421
2021/3/0/0,NT2,2878760290000.0,273219977572,944593350854.0,1249646094002.0,16506043354,420000000000.0,1767707116036,310007170221.0,2587527126115
2021/3/0/0,NTL,609899500000.0,74076214755,61498949034.0,157107237749.0,208207615952,,268631838511,1207996888988.0,560874871310
2021/3/0/0,OGC,3000000000000.0,28267936149,58333341879.0,83782108857.0,161817733791,278950939600.0,913627476021,295051648610.0,945280036736
2021/3/0/0,OPC,265772800000.0,33351465450,181338763677.0,298173155986.0,96251163326,18403995881.0,159960878255,591665492322.0,492750072288
2021/3/0/0,PAC,464717070000.0,24406570618,478787793328.0,560935023926.0,73467497045,699800000000.0,259934319836,845288239036.0,1744870032730
2021/3/0/0,PAN,2163585800000.0,73043475968,2087311306482.0,2554707868931.0,2460135399351,72926791888.0,1873414879485,2229615341017.0,4061932651611
2021/3/0/0,PC1,1911881590000.0,156403614785,2816485985069.0,3131207777266.0,1782832964955,83240509185.0,3640096424953,1073664640489.0,6245793472187
2021/3/0/0,PDN,185219540000.0,38001910615,147888357415.0,210140096605.0,214993835480,55000000000.0,109211276741,599411434.0,310645012873
2021/3/0/0,PDR,4867719160000.0,607084434261,411580871802.0,1267564641777.0,290432574198,24400348619.0,3120494084572,11920885108040.0,4705301143244
2021/3/0/0,PET,904501240000.0,49450999000,3674176425634.0,3872631493249.0,1165668482936,234637050584.0,2509238533123,1083249437172.0,4371581051331
2021/3/0/0,PGC,603426380000.0,10137845322,645013383307.0,752326825379.0,56379105710,942972777778.0,389460263970,128352062877.0,1205046780209
2021/3/0/0,PGD,899990250000.0,84716040211,1885294131420.0,2087331070032.0,1120708290673,220000000000.0,987694307477,38635938802.0,1534389278377
2021/3/0/0,PHR,1354991980000.0,170563933293,321361353932.0,521686935656.0,133710477727,1934118913368.0,253365086819,383403141884.0,981358269940
2021/3/0/0,PIT,151993450000.0,-60102063,191172565874.0,212165507666.0,3773028930,4029922558.0,94368521868,99753362162.0,202965202634
2021/3/0/0,PJT,230407170000.0,-1869466424,113468559711.0,120378072218.0,87559120859,,9142924263,41290746528.0,138030162584
2021/3/0/0,PME,750116250000.0,78775299854,229337678874.0,467556681140.0,26108693780,,826498003160,739232479504.0,634965084080
2021/3/0/0,PMG,463362780000.0,-4180289708,328602884148.0,386964135654.0,85884636458,209956717630.0,161869228122,50420077570.0,816062071958
2021/3/0/0,PNC,110402410000.0,-12408421158,27809063096.0,42715145412.0,31268825281,29640000000.0,121854550732,270190750280.0,366407740177
2021/3/0/0,PNJ,2276123620000.0,-159528391064,721083564561.0,876967240018.0,192167536492,,130549895333,7509947396534.0,3600397079327
2021/3/0/0,POW,23418716000000.0,603322826002,4499699904302.0,5342484577946.0,9320562550334,1230626638554.0,6565479771927,2212497493779.0,16883548602448
2021/3/0/0,PPC,3262350000000.0,-35377349511,1093068093475.0,1048701360770.0,366489825929,641000000000.0,1328911358889,348436905962.0,953900498031
2021/3/0/0,PSH,1261967800000.0,150275560799,793241338209.0,1062162968608.0,182100159298,,716836937451,5926428560081.0,7811359043353
2021/3/0/0,PTB,485994410000.0,166793846583,1313270795054.0,1730503864232.0,136534151704,168859570487.0,944055162520,1874443427156.0,2828184042555
2021/3/0/0,PTC,179999990000.0,53313014,,,40765107725,52160232524.0,47314750660,48693317.0,33117797583
2021/3/0/0,PVD,4215457890000.0,55625064772,891787459356.0,1011147469064.0,778317114520,1463136463140.0,2095349058220,724831515540.0,2645415573020
2021/3/0/0,PVT,3236512460000.0,153033180328,1397376175155.0,1679694222010.0,1574770666120,1730316945205.0,1469028727457,149294074789.0,2998563889324
2021/3/0/0,PXI,300000000000.0,-2981073708,1179153994.0,1737220100.0,46168221361,,168970328352,145777232381.0,174161430321
2021/3/0/0,PXS,600000000000.0,1090024758,404495764431.0,390519189181.0,80851155207,,407558084406,243495730583.0,978475346610
2021/3/0/0,PXT,200000000000.0,-3569708128,431261916.0,942259750.0,1783610032,,199894746852,68191888235.0,261074318084
2021/3/0/0,QCG,2751293100000.0,10114295132,175880255141.0,223409003511.0,17089527027,200000000.0,594158250352,7061867569006.0,5266856134899
2021/3/0/0,RAL,120750000000.0,42171389773,520935412781.0,774930267532.0,823561969459,,2807581309370,964019263034.0,3784921613117
2021/3/0/0,RDP,476405860000.0,13981152925,634357676817.0,679766739175.0,40389803896,,618680409129,706679024478.0,1241177980384
2021/3/0/0,RIC,703687540000.0,-25081814400,28117430880.0,12619706160.0,2102531550,,15512803800,21616072800.0,146225795250
2021/3/0/0,S4A,422000000000.0,25499824993,31947960666.0,63603709731.0,18082394899,2041884932.0,59759630424,480777200.0,49590672390
2021/3/0/0,SAB,6412811860000.0,471924522285,3140769580677.0,4282336672670.0,3293465550027,15359384000000.0,689403181791,1376294447557.0,5025238662869
2021/3/0/0,SAM,3499971900000.0,47992195065,374281865441.0,381515048999.0,560170456498,209508914866.0,1642587468366,479880146371.0,1887702130191
2021/3/0/0,SAV,160199670000.0,7857088005,172018128261.0,199928893092.0,55590716335,15000000000.0,130923394574,94786364998.0,214619268160
2021/3/0/0,SBA,604882610000.0,15272509080,24961452909.0,51685057270.0,4803346982,,57139075207,1747315121.0,121777336156
2021/3/0/0,SBV,273664760000.0,1485141972,68743279065.0,89049074062.0,12267239543,375000.0,242325910210,202978551364.0,343786839169
2021/3/0/0,SC5,149845500000.0,9844551813,335136910214.0,351819499352.0,350183638493,13018155110.0,1089384368127,619233471638.0,1840386907691
2021/3/0/0,SCD,85000000000.0,-18344688329,10720710370.0,3961179090.0,59252927591,,6245122235,16826035553.0,27439092697
2021/3/0/0,SCR,3663563030000.0,9443090658,304306717925.0,375390731411.0,125904970658,93307539894.0,4538290577115,2891939049472.0,3992385925589
2021/3/0/0,SCS,507457000000.0,121011068498,35126956644.0,171724909023.0,34206798219,405000000000.0,223521046772,,128969041496
2021/3/0/0,SFC,112914590000.0,7750441832,195509981856.0,219952546709.0,139213376633,,7645866848,26384559551.0,111991421366
2021/3/0/0,SFG,478973330000.0,5863120732,384405842575.0,409750867585.0,30653151050,249700000000.0,553920327543,413550373848.0,942853575966
2021/3/0/0,SFI,157530690000.0,18127734452,294499292050.0,334079615025.0,136206264161,475346499.0,230882688949,711923522.0,156869707442
2021/3/0/0,SGN,335816910000.0,-14416461942,62564033170.0,53534653282.0,256659568868,70000000000.0,281179560292,5320736225.0,160256112780
2021/3/0/0,SGR,600000000000.0,-7525261103,1660732947.0,3052663638.0,95729709090,136053000000.0,634833021789,808687165384.0,1106537640392
2021/3/0/0,SGT,740019140000.0,5735839207,84193221733.0,116188047022.0,85632327381,1008250000.0,1099013940654,680296101632.0,1111805855465
2021/3/0/0,SHA,318539760000.0,-643950906,168842162609.0,190854969333.0,68099726995,5000000000.0,332518744916,323100613620.0,543066261992
2021/3/0/0,SHI,1005357070000.0,4966761466,1550979335545.0,1735512358145.0,107648166107,139492829108.0,2431102116762,1291230761317.0,3447807924668
2021/3/0/0,SHP,937102000000.0,132232860211,80337914330.0,236460918072.0,78442299845,,186240654399,5907216195.0,280761331857
2021/3/0/0,SII,645221040000.0,-8779437392,54246325309.0,48308778697.0,11413305236,16200829044.0,47562559714,16893227837.0,449877425918
2021/3/0/0,SJD,689986200000.0,73834728023,53231279182.0,153823011819.0,24589740113,,738634790207,2798334648.0,209440813075
2021/3/0/0,SJS,1148555400000.0,19782110554,135762429551.0,184791040189.0,253120665709,24772591488.0,299210636299,3676659489264.0,4429987395728
2021/3/0/0,SKG,633317350000.0,-22375628345,25008158179.0,4065313770.0,6272034359,135959532789.0,118521301529,28082645107.0,6363570870
2021/3/0/0,SMA,203528360000.0,15432295154,8759557073.0,28374111569.0,3027708733,,13799771416,6553753202.0,137917770742
2021/3/0/0,SMB,298466480000.0,20028446661,166183397606.0,220147152891.0,5627690757,220000000000.0,54456569315,191804104063.0,313335337116
2021/3/0/0,SMC,609946910000.0,128849475539,3906282179558.0,4140745253342.0,600363291365,700737824518.0,2113562203808,3469246651729.0,6066890635646
2021/3/0/0,SPM,140000000000.0,2562837002,122171039294.0,139599194166.0,1237728820,,843098231135,52023297761.0,305083549885
2021/3/0/0,SRC,280657650000.0,10545620413,167791856458.0,210848637427.0,66250710320,,705496238785,290551589477.0,706102499952
2021/3/0/0,SRF,355667800000.0,5303903002,143819418779.0,157584381294.0,83040488894,110359200000.0,681569727915,410384864447.0,1181345985065
2021/3/0/0,SSC,149923670000.0,8384453606,39618188165.0,60051648421.0,81793288496,,139090781818,74751346607.0,139686721599
2021/3/0/0,ST8,257209020000.0,4326066599,28425482212.0,55081916361.0,80041878469,6812610581.0,83491889520,130428536516.0,52920795451
2021/3/0/0,STK,707269440000.0,62420067644,380380597840.0,468619903241.0,264430078121,,102238714563,500796071341.0,706446707792
2021/3/0/0,SVC,333205320000.0,-50685061423,1607693216813.0,1668082604240.0,126160084435,56323879062.0,554728475232,1500385486402.0,2424116121859
2021/3/0/0,SVD,129000000000.0,3188901391,158332922310.0,169657788127.0,11127553256,,102684646039,40369877235.0,113749607221
2021/3/0/0,SVI,128324370000.0,13906732163,368760570517.0,415228936236.0,46876797198,124450000000.0,350995754715,234326828591.0,441497573275
2021/3/0/0,SVT,115795740000.0,5798875339,25530044447.0,26108563281.0,294862190,,26020384177,,2230606748
2021/3/0/0,SZC,1000000000000.0,66531863602,63642851768.0,162810300845.0,223046564850,60000000000.0,82941388997,5763325838.0,1324756836802
2021/3/0/0,SZL,200000000000.0,28380132514,54675975667.0,90355794432.0,112097078467,95000000000.0,240902191296,77429345307.0,123508969535
2021/3/0/0,TAC,338796480000.0,33414696570,1524679228480.0,1593898390582.0,147911732711,200000000000.0,315159030401,901446072967.0,1163810425701
2021/3/0/0,TBC,635000000000.0,33751294301,45822265029.0,98136398850.0,77079365116,93043720822.0,87011732142,5151554661.0,80189650038
2021/3/0/0,TCD,872091520000.0,80433448688,306430403617.0,370471202438.0,92241574833,971641748890.0,2286046741067,470336219656.0,3612097672539
2021/3/0/0,TCL,301584360000.0,30207314710,231751058460.0,273245661613.0,17518928599,133900000000.0,297410366557,4740686657.0,352273514371
2021/3/0/0,TCM,713608080000.0,-2504992859,707019618647.0,782925168200.0,259124097230,286740000000.0,216346411394,1316578033553.0,1504608091587
2021/3/0/0,TCO,187110000000.0,15122999949,25741542004.0,29833427379.0,36702228403,,230740313483,53195355.0,14923930886
2021/3/0/0,TCR,454328360000.0,-766634412,147620713816.0,178228176462.0,36662909249,,152704083186,475768899831.0,498826937745
2021/3/0/0,TCT,127880000000.0,-4968290609,10885032496.0,86971731.0,39148406153,12120000000.0,250782508352,2326687969.0,23287914014
2021/3/0/0,TDC,1000000000000.0,562751170,169330850385.0,223148775746.0,20687030349,,269850335721,2028269831233.0,3134338093293
2021/3/0/0,TDG,167700000000.0,127073914,338534387723.0,353846598760.0,5012037655,31744796800.0,132721374823,39096549724.0,212115204952
2021/3/0/0,TDM,1000000003750.0,25894723734,51057250839.0,97825045003.0,27701804784,,42400534205,7588987879.0,203593365602
2021/3/0/0,TDP,602109020000.0,12478982252,492122902997.0,566579255605.0,272334735194,140975400000.0,415145034467,878810709581.0,1464026623515
2021/3/0/0,TDW,85000000000.0,6938696148,177385229104.0,248506817719.0,87689601084,47213583562.0,94564877971,16015497469.0,251834589956
2021/3/0/0,TEG,323836420000.0,6699380773,50087669271.0,55093114340.0,7060406261,,213302992956,76238753116.0,209542174567
2021/3/0/0,TGG,272999900000.0,21171984306,166332415652.0,166789685000.0,6515526055,313248827048.0,207481287574,9385753695.0,323288143700
2021/3/0/0,THG,159713060000.0,19721381581,109480240116.0,154953376843.0,115239092342,42808944179.0,230760439496,380645254608.0,659142971721
2021/3/0/0,THI,488000000000.0,-3185385405,389624731681.0,437560192674.0,765258947618,14700000000.0,638490767782,1261248562984.0,2433080179878
2021/3/0/0,TIP,260031430000.0,6790220386,8577567241.0,29536866902.0,33482256874,155324805806.0,111405281117,161746709729.0,71300179008
2021/3/0/0,TIX,300000000000.0,27793931382,42685050080.0,88105699189.0,57031367930,185500000000.0,87467413443,1407342549.0,79582009894
2021/3/0/0,TLD,399563720000.0,2740960610,95743134486.0,102646863225.0,12911005877,6900000000.0,163910289826,217693324002.0,218040025278
2021/3/0/0,TLG,777944530000.0,3691206828,284166126771.0,450077291277.0,407909613996,216999139200.0,381018239434,651265136183.0,464488890414
2021/3/0/0,TLH,1021106210000.0,105501242106,748195641802.0,909387565682.0,71756232891,230379342361.0,271926085072,2237509732351.0,1574306135420
2021/3/0/0,TMP,700000000000.0,86569371436,79387977650.0,202001636471.0,68688532474,320500000000.0,261711604487,1919155185.0,172958930066
2021/3/0/0,TMS,814429350000.0,147005536496,1426878850499.0,1556647603849.0,735223543063,321389862474.0,1060346526043,44849738677.0,1227577734174
2021/3/0/0,TMT,372876800000.0,7477992719,491837274265.0,525886519581.0,11530759530,116312073530.0,286819079705,1838940702407.0,2208169879071
2021/3/0/0,TN1,338367370000.0,29617356463,96901100331.0,161682327178.0,101634000098,767160418450.0,444352266959,18261240931.0,902837796127
2021/3/0/0,TNC,192500000000.0,11211665398,10928509992.0,12114792300.0,35205722819,180000000000.0,12959388128,32496785198.0,68258460529
2021/3/0/0,TNH,415000000000.0,60040810625,47642650751.0,123948794657.0,75719084709,,133914212193,12729235975.0,155468997583
2021/3/0/0,TNI,525000000000.0,2110864116,420632407961.0,427564064883.0,3837428178,6300000000.0,484038854688,317708925127.0,343941575851
2021/3/0/0,TNT,255000000000.0,13435928276,194715190661.0,211715231201.0,6685030065,,186195901756,55626426835.0,49317724278
2021/3/0/0,TPC,244305960000.0,852487983,194636977803.0,208548085107.0,19925330987,141686250548.0,93673178191,258285830160.0,400142874651
2021/3/0/0,TRA,414536730000.0,71004536084,271852069495.0,568100770624.0,269565338647,219366242935.0,299541263470,369541844180.0,491221184179
2021/3/0/0,TRC,300000000000.0,32192780042,62277949360.0,90816613281.0,102889279943,,190860654768,73647723005.0,154940297918
2021/3/0/0,TSC,1476480840000.0,2321283759,99808283447.0,130787874624.0,27217813866,448185362500.0,393867830939,77570038427.0,257619716122
2021/3/0/0,TTA,1457999040000.0,29055014581,72379523042.0,157732796054.0,10769698730,,126316429796,,511017197843
2021/3/0/0,TTB,515095830000.0,1898278588,258261439971.0,265281661216.0,23926653807,95965323366.0,502684023611,127506630643.0,894095185520
2021/3/0/0,TV2,450181410000.0,101272463924,1460409923257.0,1612745369724.0,300522205793,250534492305.0,2906669793234,236267555976.0,3002669999040
2021/3/0/0,TYA,306899450637.0,-729060073,350527941158.0,373422775248.0,207540055867,83867850353.0,337350182869,515935120968.0,810241007796
2021/3/0/0,UDC,350000000000.0,-1257920525,54813672244.0,64283231301.0,16496130710,400000000.0,214773719380,281583208062.0,468229540428
2021/3/0/0,UIC,80000000000.0,7297401711,482645354254.0,495257147588.0,50139276058,,91251250885,104027969593.0,102212504898
2021/3/0/0,VAF,376653480000.0,4868914556,79514243698.0,99826493346.0,128207917586,40000000000.0,64140252528,209010639084.0,114258745563
2021/3/0/0,VCF,265791350000.0,72109334247,310609369175.0,402561640613.0,199299695251,5000000000.0,1174288265837,313648647595.0,431205446787
2021/3/0/0,VCG,4417106730000.0,108891434489,1021324528741.0,1268778622827.0,1322330496250,2699143238614.0,14263001742188,3196899047991.0,14633010598444
2021/3/0/0,VDP,160829040000.0,9975439010,141463557341.0,171167952334.0,56789863478,51216000000.0,269814287633,327251631447.0,436037153699
2021/3/0/0,VFG,320888640000.0,39835721615,319502766938.0,426317473850.0,589012949406,,296739676727,500789939850.0,745869582980
2021/3/0/0,VGC,4483500000000.0,208521608423,1650950711833.0,2207373126571.0,1208966926652,49087582756.0,1771784606476,3932030252258.0,7162643477766
2021/3/0/0,VHC,1833769560000.0,256209886499,1821826143067.0,2230521619606.0,140588249846,1228794774177.0,1748046845108,1795154717047.0,2194681735529
2021/3/0/0,VHM,43543675000000.0,11195103000000,7031668000000.0,20679434000000.0,4504657000000,7097859000000.0,50375165000000,31955358000000.0,81301092000000
2021/3/0/0,VIC,38052148000000.0,257066000000,18413296000000.0,30111579000000.0,21262502000000,7601808000000.0,83792891000000,55382094000000.0,148238154000000
2021/3/0/0,VID,355107890000.0,16156721697,194642743450.0,214625365238.0,113510229321,71648807671.0,252471525924,265925250664.0,644084060540
2021/3/0/0,VIP,684709410000.0,-14104782079,134788509067.0,135445625200.0,159820206337,420000000000.0,91807557389,91324478060.0,140030850825
2021/3/0/0,VIS,738303930000.0,-92311371689,1446005160858.0,1380720658075.0,136229820227,205000000000.0,738281057828,1515964258295.0,2517202938084
2021/3/0/0,VNE,904329530000.0,663651760,333074524578.0,355755562951.0,205539577672,49387319290.0,942401982451,227252229824.0,2306503399008
2021/3/0/0,VNG,972766080000.0,1459194829,27013388807.0,20400024108.0,12418344789,272000.0,673994898462,7304034705.0,603406866955
2021/3/0/0,VNM,20899554450000.0,2960726162913,9250304913128.0,16194052003559.0,2051857098275,19753142693943.0,6118496933219,6380809878105.0,17766091926204
2021/3/0/0,VNS,678591920000.0,-91222245157,99464919006.0,22881769607.0,300861216632,1000000000.0,108328238823,11693592340.0,191796210092
2021/3/0/0,VOS,1400000000000.0,185437059840,209495046302.0,384652649750.0,82451307209,447875000000.0,526710268237,70629748376.0,778250949465
2021/3/0/0,VPD,1065896290000.0,77426259797,72793152981.0,188190343025.0,85967600132,,152811782906,2026680398.0,399312103199
2021/3/0/0,VPG,431196880000.0,99170170256,835611110309.0,992445957927.0,902043138276,1549776329.0,845790834029,277692288892.0,1362540010940
2021/3/0/0,VPI,1999999000000.0,70559996210,240275683454.0,326996001929.0,332004488116,,2590443029891,2214507517314.0,4300348063486
2021/3/0/0,VPS,244607920000.0,6076100916,85228312076.0,121517673727.0,68175845647,10000000000.0,134985504591,134385091455.0,150187716346
2021/3/0/0,VRE,23288184000000.0,24376000000,657006000000.0,787355000000.0,2689495000000,174517000000.0,1630616000000,280049000000.0,2857864000000
2021/3/0/0,VSC,551227980000.0,126755479570,307114046566.0,473629781744.0,518534599625,46500000000.0,245946098619,24327830215.0,277554412843
2021/3/0/0,VSH,2362412460000.0,-42056413451,223631663597.0,288190552246.0,131702179699,39200000000.0,225586294812,97113337658.0,1046192538579
2021/3/0/0,VSI,132000000000.0,9017813633,39759054968.0,53266930867.0,119777044476,222000000.0,100971419296,20891366362.0,134731945767
2021/3/0/0,VTB,119820500000.0,3206306608,38078943558.0,56173376168.0,28560165702,33787396250.0,31912817629,62720858499.0,65617141341
2021/3/0/0,VTO,798666660000.0,-2099125646,209330213635.0,220596560404.0,492654847133,,127704147663,95024886285.0,459294448930
2021/3/0/0,YBM,142998800000.0,3539091450,88543060645.0,117627835770.0,12191178163,,141210578146,45640507343.0,208474841483
